UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
157793,"R",303,"R",13018628,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",378850,"R",67,"R",4116351,"Z",0,"Z",0,"R",5,"R",309268,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",781706,"R",5,"R",106049,"R",179,"R",7187980,"Z",0,"Z",0,"R",4,"R",138424
157809,"R",90,"R",4209617,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",408353,"R",24,"R",1756025,"R",8,"R",454886,"Z",0,"Z",0,"R",30,"R",1037556,"Z",0,"Z",0,"R",6,"R",139173,"R",1,"R",32781,"R",11,"R",380843,"Z",0,"Z",0,"Z",0,"Z",0
157818,"R",193,"R",9185008,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",914368,"R",33,"R",3037518,"R",7,"R",390759,"R",10,"R",571526,"R",38,"R",1354598,"R",1,"R",76378,"R",30,"R",859931,"Z",0,"Z",0,"R",43,"R",1506772,"R",13,"R",473158,"Z",0,"Z",0
157854,"R",244,"R",15685689,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",414065,"R",68,"R",6396214,"R",61,"R",2873745,"R",38,"R",2908662,"R",40,"R",2037025,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1055978,"Z",0,"Z",0,"Z",0,"Z",0
157863,"R",94,"R",3010477,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",148139,"R",14,"R",779719,"R",10,"R",295188,"R",6,"R",213943,"R",32,"R",902882,"Z",0,"Z",0,"R",5,"R",93600,"R",1,"R",17901,"R",21,"R",559105,"Z",0,"Z",0,"Z",0,"Z",0
157951,"R",1362,"R",64187617,"Z",0,"Z",0,"Z",0,"Z",0,"R",128,"R",5693388,"R",100,"R",10414272,"R",41,"R",2452992,"R",144,"R",7011704,"R",271,"R",14210442,"R",23,"R",955728,"R",99,"R",3213138,"R",9,"R",340397,"R",424,"R",15350325,"R",92,"R",3648240,"R",31,"R",896991
158088,"R",40,"R",2057650,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",1038784,"R",22,"R",863728,"R",1,"R",36351,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",118787,"Z",0,"Z",0,"Z",0,"Z",0
158343,"R",4,"R",130000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",100000,"R",1,"R",15000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",15000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
158431,"R",247,"R",10668624,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",236300,"R",47,"R",3613641,"R",75,"R",3309286,"R",9,"R",414497,"Z",0,"Z",0,"Z",0,"Z",0,"R",49,"R",1240787,"Z",0,"Z",0,"R",54,"R",1681078,"R",1,"R",20592,"R",6,"R",152443
158440,"R",6,"R",301000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",60000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",45000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",196000,"Z",0,"Z",0,"Z",0,"Z",0
158477,"R",101,"R",4937317,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",619489,"R",30,"R",2261568,"R",2,"R",120000,"R",4,"R",199642,"R",27,"R",1009173,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",727445,"Z",0,"Z",0,"Z",0,"Z",0
158662,"R",391,"R",17090909,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",427166,"R",66,"R",5301802,"R",154,"R",6336130,"R",7,"R",343257,"R",3,"R",141200,"Z",0,"Z",0,"R",52,"R",1540840,"Z",0,"Z",0,"R",69,"R",2113355,"R",24,"R",887159,"Z",0,"Z",0
158723,"R",9,"R",402050,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",275050,"R",1,"R",34000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",34000,"R",2,"R",59000,"Z",0,"Z",0,"Z",0,"Z",0
158802,"R",199,"R",9252707,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",123854,"R",37,"R",3352347,"R",12,"R",576486,"R",4,"R",204999,"R",48,"R",2008382,"Z",0,"Z",0,"R",59,"R",1732281,"R",1,"R",25000,"R",27,"R",1003883,"R",4,"R",148741,"R",3,"R",76734
158884,"R",54,"R",2339034,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",239198,"R",10,"R",756490,"R",8,"R",402427,"R",2,"R",81500,"R",1,"R",40000,"Z",0,"Z",0,"R",8,"R",155496,"Z",0,"Z",0,"R",18,"R",612567,"R",2,"R",51356,"Z",0,"Z",0
159009,"R",336,"R",15226297,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",811087,"R",49,"R",4143601,"R",40,"R",1822792,"R",16,"R",705250,"R",46,"R",2147478,"R",3,"R",131489,"R",41,"R",1353155,"Z",0,"Z",0,"R",98,"R",3400941,"R",22,"R",670504,"R",1,"R",40000
159197,"R",46,"R",2143931,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",1121542,"R",8,"R",320438,"R",3,"R",129216,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",36383,"R",9,"R",246588,"R",10,"R",286934,"Z",0,"Z",0,"R",1,"R",2830
159373,"R",841,"R",48850441,"R",3,"R",142428,"Z",0,"Z",0,"R",23,"R",1005117,"R",191,"R",21177869,"R",112,"R",5616169,"R",113,"R",7329907,"R",7,"R",466091,"R",42,"R",1861196,"R",190,"R",5231409,"Z",0,"Z",0,"R",94,"R",2962068,"R",66,"R",3058187,"Z",0,"Z",0
159382,"R",133,"R",5050637,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",396353,"R",20,"R",1483457,"R",11,"R",444433,"R",6,"R",214900,"R",23,"R",777064,"R",1,"R",32000,"R",19,"R",434262,"Z",0,"Z",0,"R",35,"R",1049137,"R",7,"R",219031,"Z",0,"Z",0
159391,"R",4657,"R",268995900,"R",247,"R",27127674,"R",238,"R",15761809,"R",255,"R",13206724,"R",274,"R",34683611,"R",571,"R",35456197,"R",918,"R",48200308,"R",211,"R",19406195,"R",195,"R",8565752,"R",594,"R",16798383,"R",3,"R",114307,"R",836,"R",35418812,"R",306,"R",13830975,"R",9,"R",425153
159407,"R",72,"R",2715707,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",172599,"R",10,"R",836013,"R",6,"R",247328,"R",3,"R",108432,"R",3,"R",75000,"Z",0,"Z",0,"R",11,"R",223270,"Z",0,"Z",0,"R",28,"R",886192,"R",7,"R",166873,"Z",0,"Z",0
159416,"R",166,"R",7117701,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",430800,"R",31,"R",2456161,"R",27,"R",1196246,"R",15,"R",726339,"R",11,"R",422094,"Z",0,"Z",0,"R",27,"R",574238,"Z",0,"Z",0,"R",36,"R",1058194,"R",8,"R",253629,"Z",0,"Z",0
159568,"R",93,"R",3609052,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",126526,"R",17,"R",1341700,"R",4,"R",110820,"R",3,"R",120980,"R",14,"R",541250,"R",1,"R",40000,"R",4,"R",72676,"Z",0,"Z",0,"R",46,"R",1255100,"Z",0,"Z",0,"Z",0,"Z",0
159647,"R",579,"R",26052398,"R",3,"R",90333,"R",1,"R",84600,"R",75,"R",2706879,"R",46,"R",4936131,"R",19,"R",1189761,"R",44,"R",2278787,"R",87,"R",5834182,"R",6,"R",253824,"R",93,"R",2244795,"Z",0,"Z",0,"R",144,"R",4216514,"R",48,"R",1610077,"R",13,"R",606515
159656,"R",490,"R",27178491,"Z",0,"Z",0,"R",13,"R",949231,"R",35,"R",1829310,"R",99,"R",8754494,"R",31,"R",1830494,"R",37,"R",2202118,"R",75,"R",3819036,"Z",0,"Z",0,"R",36,"R",1533430,"Z",0,"Z",0,"R",131,"R",4915582,"R",23,"R",935790,"R",10,"R",409006
159717,"R",379,"R",16053413,"R",1,"R",51700,"Z",0,"Z",0,"R",29,"R",1113553,"R",46,"R",4015135,"R",32,"R",1265029,"R",28,"R",1385845,"R",64,"R",3084534,"R",6,"R",266008,"R",45,"R",1142173,"Z",0,"Z",0,"R",106,"R",3024352,"R",22,"R",705084,"Z",0,"Z",0
159939,"R",609,"R",29690454,"R",7,"R",283395,"Z",0,"Z",0,"R",45,"R",1653049,"R",167,"R",12283524,"R",242,"R",9255688,"R",47,"R",2366227,"R",26,"R",1258332,"R",3,"R",140358,"R",18,"R",660059,"Z",0,"Z",0,"R",52,"R",1719622,"R",2,"R",70200,"Z",0,"Z",0
159948,"R",127,"R",3602437,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",699753,"R",16,"R",708682,"R",3,"R",171520,"R",4,"R",119490,"Z",0,"Z",0,"Z",0,"Z",0,"R",29,"R",727190,"Z",0,"Z",0,"R",48,"R",1175802,"Z",0,"Z",0,"Z",0,"Z",0
159966,"R",377,"R",14745977,"Z",0,"Z",0,"Z",0,"Z",0,"R",45,"R",1609105,"R",48,"R",3673394,"R",29,"R",1481788,"R",17,"R",753123,"R",47,"R",1913441,"R",5,"R",273342,"R",61,"R",1365170,"R",1,"R",40000,"R",97,"R",2867550,"R",25,"R",714064,"R",2,"R",55000
159993,"R",486,"R",23175281,"R",3,"R",119038,"R",2,"R",66500,"R",24,"R",770000,"R",34,"R",3336506,"R",36,"R",1916985,"R",27,"R",1322409,"R",87,"R",5103005,"R",26,"R",1957200,"R",60,"R",1654598,"Z",0,"Z",0,"R",131,"R",4882790,"R",36,"R",1393106,"R",20,"R",653144
160010,"R",42,"R",1875484,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",522393,"R",19,"R",923498,"R",1,"R",40818,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",291928,"R",3,"R",96847,"Z",0,"Z",0
160029,"R",18,"R",891174,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",59234,"R",5,"R",287147,"R",1,"R",58700,"R",1,"R",62920,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",156455,"Z",0,"Z",0,"R",3,"R",124738,"R",3,"R",141980,"Z",0,"Z",0
160038,"R",405,"R",19730514,"Z",0,"Z",0,"R",6,"R",246848,"R",56,"R",2949509,"R",57,"R",4569288,"R",21,"R",903372,"R",35,"R",1576326,"R",47,"R",2516919,"R",10,"R",516913,"R",37,"R",1186813,"Z",0,"Z",0,"R",111,"R",4367401,"R",21,"R",739986,"R",4,"R",157139
160065,"R",66,"R",3512563,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",378388,"R",22,"R",1759800,"R",4,"R",216720,"R",7,"R",313500,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",201111,"Z",0,"Z",0,"R",18,"R",643044,"Z",0,"Z",0,"Z",0,"Z",0
160074,"R",84,"R",4944922,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",697998,"R",16,"R",1787959,"R",5,"R",327995,"R",3,"R",130245,"R",15,"R",708085,"R",2,"R",81318,"R",9,"R",574080,"R",1,"R",30314,"R",21,"R",606928,"Z",0,"Z",0,"Z",0,"Z",0
160409,"R",34,"R",1720000,"Z",0,"Z",0,"R",1,"R",80000,"R",5,"R",250000,"R",5,"R",350000,"R",4,"R",180000,"R",2,"R",140000,"R",1,"R",55000,"Z",0,"Z",0,"R",8,"R",320000,"Z",0,"Z",0,"R",6,"R",270000,"R",2,"R",75000,"Z",0,"Z",0
160481,"R",44,"R",2186093,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",203954,"R",12,"R",914270,"R",17,"R",721051,"R",2,"R",81400,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",15080,"Z",0,"Z",0,"R",3,"R",83490,"R",5,"R",166848,"Z",0,"Z",0
160524,"R",19,"R",965466,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",539503,"R",1,"R",31366,"R",1,"R",43680,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",62400,"R",3,"R",155002,"R",4,"R",133515,"Z",0,"Z",0,"Z",0,"Z",0
160533,"R",53,"R",3416579,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",110365,"R",18,"R",1963135,"R",22,"R",907460,"R",1,"R",55000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",335619,"R",1,"R",45000,"Z",0,"Z",0
160579,"R",75,"R",3733121,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",60906,"R",19,"R",1615046,"R",31,"R",1352122,"R",5,"R",204720,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",35276,"Z",0,"Z",0,"R",11,"R",266385,"R",6,"R",198666,"Z",0,"Z",0
160612,"R",711,"R",30410680,"Z",0,"Z",0,"Z",0,"Z",0,"R",57,"R",1995861,"R",150,"R",11157294,"R",74,"R",3146638,"R",24,"R",1326622,"R",78,"R",3214738,"R",6,"R",204329,"R",96,"R",2421926,"Z",0,"Z",0,"R",144,"R",4080390,"R",71,"R",2633379,"R",11,"R",229503
160621,"R",776,"R",30057669,"R",41,"R",1402788,"R",39,"R",1017533,"R",27,"R",922531,"R",69,"R",5995031,"R",47,"R",2111071,"R",37,"R",1417871,"R",104,"R",4378091,"R",15,"R",380125,"R",113,"R",2630733,"Z",0,"Z",0,"R",224,"R",7983709,"R",47,"R",1476066,"R",13,"R",342120
160630,"R",181,"R",7700078,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1079694,"R",31,"R",2214009,"R",9,"R",398771,"R",16,"R",682875,"R",27,"R",1178672,"R",1,"R",51322,"R",24,"R",692921,"Z",0,"Z",0,"R",44,"R",1258739,"R",2,"R",52124,"R",3,"R",90951
160649,"R",154,"R",6081289,"R",1,"R",36500,"Z",0,"Z",0,"R",52,"R",1914423,"R",27,"R",1770870,"R",9,"R",343672,"R",10,"R",414019,"R",11,"R",389363,"Z",0,"Z",0,"R",20,"R",540086,"Z",0,"Z",0,"R",19,"R",527623,"R",5,"R",144733,"Z",0,"Z",0
160658,"R",1250,"R",58679669,"R",19,"R",1022297,"Z",0,"Z",0,"R",89,"R",3264859,"R",220,"R",15270522,"R",51,"R",2781588,"R",160,"R",9252883,"R",107,"R",7325573,"R",124,"R",4247518,"R",115,"R",3415960,"R",8,"R",193577,"R",240,"R",8021272,"R",93,"R",3208930,"R",24,"R",674690
160667,"R",75,"R",3619226,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",280138,"R",22,"R",1648722,"R",19,"R",860997,"R",1,"R",45000,"R",5,"R",201136,"Z",0,"Z",0,"R",2,"R",39936,"Z",0,"Z",0,"R",15,"R",436843,"R",3,"R",106454,"Z",0,"Z",0
160755,"R",2113,"R",125399711,"R",97,"R",5833134,"Z",0,"Z",0,"R",109,"R",4946550,"R",629,"R",58508721,"R",192,"R",10235754,"R",200,"R",11360473,"R",40,"R",1948382,"R",57,"R",2229617,"R",103,"R",4628467,"R",2,"R",72745,"R",424,"R",17090073,"R",227,"R",7598221,"R",33,"R",947574
160904,"R",456,"R",25523211,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",1203989,"R",76,"R",7573200,"R",47,"R",2727602,"R",56,"R",3020316,"R",56,"R",2818768,"R",6,"R",281101,"R",67,"R",2170914,"R",2,"R",132500,"R",103,"R",4555722,"R",4,"R",190646,"R",14,"R",848453
160913,"R",54,"R",2424676,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",64896,"R",13,"R",947286,"R",18,"R",815707,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",27762,"Z",0,"Z",0,"R",15,"R",393410,"R",5,"R",175615,"Z",0,"Z",0
160940,"R",39,"R",2102168,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",467870,"R",8,"R",756368,"R",4,"R",171252,"R",1,"R",86342,"R",14,"R",584205,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",36131,"Z",0,"Z",0,"Z",0,"Z",0
160959,"R",54,"R",2857189,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",114426,"R",5,"R",565682,"R",6,"R",301704,"R",5,"R",264654,"R",7,"R",358488,"Z",0,"Z",0,"R",10,"R",430224,"Z",0,"Z",0,"R",15,"R",691517,"R",4,"R",130494,"Z",0,"Z",0
160977,"R",512,"R",27830717,"Z",0,"Z",0,"Z",0,"Z",0,"R",45,"R",2609391,"R",71,"R",8298494,"R",51,"R",2985698,"R",32,"R",2102444,"R",39,"R",1981959,"R",8,"R",459097,"R",139,"R",4098211,"R",7,"R",193190,"R",88,"R",3577237,"R",25,"R",1246399,"R",7,"R",278597
160995,"R",19,"R",662080,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",30000,"R",6,"R",261000,"R",1,"R",46000,"R",1,"R",50000,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",81640,"Z",0,"Z",0,"R",7,"R",193440,"Z",0,"Z",0,"Z",0,"Z",0
161004,"R",653,"R",40165913,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1754404,"R",125,"R",15177400,"R",46,"R",3092503,"R",66,"R",4485952,"R",55,"R",3590857,"R",5,"R",296210,"R",191,"R",5829867,"R",3,"R",108595,"R",97,"R",4122523,"R",25,"R",1186884,"R",12,"R",520718
161022,"R",8,"R",533120,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",148595,"R",2,"R",232482,"R",2,"R",115789,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",36254,"Z",0,"Z",0,"Z",0,"Z",0
161077,"R",72,"R",3507375,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",555864,"R",15,"R",1173962,"R",9,"R",467443,"R",5,"R",221000,"R",4,"R",183983,"Z",0,"Z",0,"R",17,"R",587267,"Z",0,"Z",0,"R",7,"R",275528,"R",1,"R",42328,"Z",0,"Z",0
161086,"R",469,"R",29494113,"R",1,"R",65091,"Z",0,"Z",0,"R",79,"R",4260031,"R",95,"R",10894625,"R",17,"R",1352238,"R",36,"R",2554128,"R",49,"R",3048260,"R",8,"R",449310,"R",80,"R",2600004,"R",2,"R",106328,"R",71,"R",2714760,"R",25,"R",1198053,"R",6,"R",251285
161138,"R",73,"R",3600904,"R",1,"R",60308,"Z",0,"Z",0,"R",23,"R",993174,"R",14,"R",1046666,"R",4,"R",154520,"R",4,"R",186472,"R",1,"R",51655,"Z",0,"Z",0,"R",11,"R",488477,"Z",0,"Z",0,"R",12,"R",433160,"R",3,"R",186472,"Z",0,"Z",0
161192,"R",58,"R",2973740,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",447931,"R",14,"R",1053592,"R",8,"R",373120,"R",4,"R",169208,"R",4,"R",223552,"Z",0,"Z",0,"R",8,"R",291679,"Z",0,"Z",0,"R",8,"R",304100,"R",3,"R",110558,"Z",0,"Z",0
161208,"R",5,"R",427840,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",352240,"R",1,"R",75600,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
161217,"R",191,"R",8983198,"Z",0,"Z",0,"Z",0,"Z",0,"R",42,"R",2031881,"R",9,"R",1645417,"R",8,"R",423373,"R",8,"R",477275,"R",50,"R",2147761,"R",1,"R",38775,"R",26,"R",710164,"R",1,"R",26707,"R",43,"R",1393778,"R",3,"R",88067,"Z",0,"Z",0
161226,"R",180,"R",7393327,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",1477296,"R",8,"R",873904,"R",8,"R",405922,"R",4,"R",156501,"R",28,"R",1170692,"R",6,"R",245065,"R",46,"R",1443189,"R",2,"R",71325,"R",36,"R",1234396,"R",9,"R",315037,"Z",0,"Z",0
161235,"R",76,"R",3070978,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",750872,"R",2,"R",275000,"R",4,"R",206495,"R",1,"R",34027,"R",13,"R",574009,"R",1,"R",40800,"R",15,"R",402905,"R",1,"R",39395,"R",18,"R",633296,"R",3,"R",114179,"Z",0,"Z",0
161244,"R",38,"R",1519962,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",336144,"R",2,"R",250181,"R",2,"R",79812,"Z",0,"Z",0,"R",6,"R",203816,"R",1,"R",31700,"R",13,"R",389562,"Z",0,"Z",0,"R",6,"R",228747,"Z",0,"Z",0,"Z",0,"Z",0
161253,"R",1647,"R",72503510,"R",21,"R",1419997,"R",39,"R",3221599,"R",142,"R",6734320,"R",29,"R",3880038,"R",120,"R",6952382,"R",273,"R",13444001,"R",244,"R",11588566,"R",8,"R",296979,"R",367,"R",11190809,"R",12,"R",392754,"R",255,"R",8345397,"R",122,"R",4525147,"R",15,"R",511521
161280,"R",376,"R",22727738,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",237237,"R",26,"R",3775966,"R",82,"R",5085922,"R",163,"R",9273713,"R",15,"R",735945,"R",7,"R",385254,"R",14,"R",989313,"Z",0,"Z",0,"R",65,"R",2185122,"R",1,"R",59266,"Z",0,"Z",0
161299,"R",159,"R",8996225,"R",3,"R",169957,"Z",0,"Z",0,"R",19,"R",958283,"R",19,"R",1893888,"R",10,"R",537970,"R",14,"R",812323,"R",21,"R",1097434,"R",2,"R",110310,"R",25,"R",845707,"Z",0,"Z",0,"R",16,"R",685709,"R",15,"R",793352,"R",15,"R",1091292
161341,"R",88,"R",3513580,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",493842,"R",3,"R",307560,"R",3,"R",128903,"R",1,"R",39831,"R",27,"R",1112993,"R",2,"R",72325,"R",16,"R",473545,"R",1,"R",45153,"R",19,"R",640434,"R",5,"R",198994,"Z",0,"Z",0
161457,"R",608,"R",33025464,"R",12,"R",762694,"Z",0,"Z",0,"R",156,"R",7765143,"R",59,"R",7929974,"R",50,"R",2746025,"R",42,"R",2014556,"R",44,"R",2372175,"R",17,"R",802774,"R",97,"R",3018934,"R",10,"R",559494,"R",95,"R",3697004,"R",26,"R",1356691,"Z",0,"Z",0
161484,"R",47,"R",2393105,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",243298,"R",10,"R",844430,"R",5,"R",222518,"R",4,"R",198016,"R",4,"R",204489,"Z",0,"Z",0,"R",9,"R",324154,"Z",0,"Z",0,"R",6,"R",205754,"R",4,"R",150446,"Z",0,"Z",0
161509,"R",51,"R",2655775,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",905438,"R",4,"R",492281,"R",5,"R",242309,"R",3,"R",176407,"R",4,"R",236492,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",342878,"R",8,"R",259970,"Z",0,"Z",0
161518,"R",238,"R",11019462,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",1494865,"R",47,"R",3690983,"R",6,"R",444999,"R",11,"R",641739,"R",16,"R",778995,"R",4,"R",230211,"R",66,"R",1782280,"Z",0,"Z",0,"R",45,"R",1630577,"R",7,"R",324813,"Z",0,"Z",0
161545,"R",145,"R",7001810,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",1521741,"R",18,"R",1362800,"R",13,"R",709980,"R",12,"R",657074,"R",7,"R",439810,"R",1,"R",48690,"R",28,"R",1028061,"Z",0,"Z",0,"R",26,"R",952937,"R",7,"R",280717,"Z",0,"Z",0
161554,"R",690,"R",32963009,"R",9,"R",699490,"Z",0,"Z",0,"R",96,"R",4677974,"R",17,"R",2326042,"R",45,"R",2571776,"R",141,"R",7894431,"R",112,"R",5850864,"R",6,"R",291261,"R",92,"R",2844830,"R",2,"R",62774,"R",143,"R",4714981,"R",27,"R",1028586,"Z",0,"Z",0
161563,"R",107,"R",5471154,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",807158,"R",28,"R",2444612,"R",3,"R",171608,"R",4,"R",155748,"R",12,"R",587172,"R",4,"R",228721,"R",18,"R",487053,"Z",0,"Z",0,"R",14,"R",505920,"R",2,"R",83162,"Z",0,"Z",0
161572,"R",130,"R",4637795,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",466676,"R",20,"R",1436119,"R",6,"R",293335,"R",6,"R",227143,"R",5,"R",169506,"R",3,"R",88452,"R",39,"R",772181,"Z",0,"Z",0,"R",29,"R",993352,"R",8,"R",191031,"Z",0,"Z",0
161581,"R",39,"R",1862462,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",287517,"R",9,"R",621739,"R",4,"R",180921,"R",1,"R",40539,"R",4,"R",191050,"Z",0,"Z",0,"R",5,"R",199742,"Z",0,"Z",0,"R",4,"R",153900,"R",5,"R",187054,"Z",0,"Z",0
161688,"R",190,"R",8343920,"R",1,"R",39004,"Z",0,"Z",0,"R",28,"R",1044668,"R",35,"R",2575171,"R",8,"R",328635,"R",15,"R",650596,"R",4,"R",176109,"R",1,"R",36672,"R",2,"R",81648,"R",2,"R",69285,"R",64,"R",2377314,"R",23,"R",693754,"R",7,"R",271064
161767,"R",613,"R",40101763,"Z",0,"Z",0,"Z",0,"Z",0,"R",30,"R",1817510,"R",67,"R",8294396,"R",58,"R",4031256,"R",112,"R",7374600,"R",78,"R",4841578,"R",10,"R",649519,"R",59,"R",2972782,"R",30,"R",1962427,"R",152,"R",7316612,"R",13,"R",631929,"R",4,"R",209154
161776,"R",17,"R",1091490,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",155105,"R",7,"R",570583,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",318947,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",46855,"Z",0,"Z",0,"Z",0,"Z",0
161864,"R",284,"R",17276194,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",737504,"R",54,"R",4989195,"R",41,"R",2203768,"R",20,"R",1277802,"R",56,"R",3264209,"R",1,"R",95610,"R",20,"R",939667,"Z",0,"Z",0,"R",58,"R",2821291,"R",19,"R",878134,"R",2,"R",69014
161873,"R",437,"R",30647475,"Z",0,"Z",0,"Z",0,"Z",0,"R",30,"R",1833702,"R",124,"R",13817530,"R",64,"R",3889499,"R",50,"R",3774525,"R",38,"R",2143438,"R",7,"R",352860,"R",63,"R",2265842,"R",3,"R",108172,"R",49,"R",2036143,"R",7,"R",341478,"R",2,"R",84286
