UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
104586,"R",227,"R",13033376,"Z",0,"Z",0,"Z",0,"Z",0,"R",52,"R",2402614,"R",41,"R",4277716,"R",19,"R",1054400,"R",4,"R",182226,"R",14,"R",745104,"R",1,"R",56227,"R",12,"R",424000,"Z",0,"Z",0,"R",31,"R",1122010,"R",10,"R",487609,"R",43,"R",2281470
104665,"R",8,"R",549000,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",52000,"R",4,"R",329000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",168000,"Z",0,"Z",0,"Z",0,"Z",0
104708,"R",314,"R",17287845,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",1513751,"R",30,"R",3069219,"R",14,"R",893976,"R",25,"R",1490060,"R",33,"R",1780679,"R",2,"R",93887,"R",34,"R",1377535,"Z",0,"Z",0,"R",135,"R",6197409,"R",15,"R",810810,"R",1,"R",60519
104717,"R",3500,"R",194439452,"Z",0,"Z",0,"Z",0,"Z",0,"R",590,"R",28539417,"R",449,"R",41643535,"R",239,"R",11573208,"R",168,"R",11568751,"R",1413,"R",79861750,"R",26,"R",1311124,"R",304,"R",9357593,"R",3,"R",123150,"R",178,"R",6710886,"R",126,"R",3622305,"R",4,"R",127733
105136,"R",432,"R",32800966,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",664122,"R",100,"R",11314074,"R",104,"R",7204196,"R",64,"R",5204560,"R",16,"R",1305622,"Z",0,"Z",0,"R",7,"R",551243,"Z",0,"Z",0,"R",122,"R",6099588,"R",9,"R",457561,"Z",0,"Z",0
105145,"R",193,"R",11150735,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",1509673,"R",28,"R",2660934,"R",11,"R",754340,"R",12,"R",668155,"R",34,"R",1819583,"R",1,"R",57637,"R",11,"R",509834,"Z",0,"Z",0,"R",65,"R",2991597,"R",4,"R",178982,"Z",0,"Z",0
105154,"R",371,"R",20765438,"Z",0,"Z",0,"Z",0,"Z",0,"R",35,"R",2059981,"R",35,"R",3613582,"R",27,"R",1517744,"R",28,"R",1554252,"R",61,"R",3413346,"R",1,"R",48991,"R",28,"R",1144006,"Z",0,"Z",0,"R",137,"R",6419185,"R",19,"R",994351,"Z",0,"Z",0
105206,"R",175,"R",8364131,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",732425,"R",37,"R",3362527,"R",9,"R",383995,"R",15,"R",676087,"R",3,"R",133362,"Z",0,"Z",0,"R",20,"R",647385,"Z",0,"Z",0,"R",72,"R",2428350,"Z",0,"Z",0,"Z",0,"Z",0
105297,"R",188,"R",6348721,"Z",0,"Z",0,"R",22,"R",361133,"R",45,"R",1804098,"R",6,"R",540000,"R",11,"R",480832,"R",14,"R",529141,"R",7,"R",252016,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",49,"R",1547994,"R",34,"R",833507,"Z",0,"Z",0
105330,"R",1965,"R",109669261,"R",13,"R",1004394,"Z",0,"Z",0,"R",253,"R",14567620,"R",114,"R",14864445,"R",461,"R",24599332,"R",346,"R",22727873,"R",212,"R",10237590,"R",22,"R",1456269,"R",195,"R",6280128,"Z",0,"Z",0,"R",232,"R",8904586,"R",94,"R",4108945,"R",23,"R",918079
105349,"R",125,"R",5714168,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",553190,"R",18,"R",1579681,"R",19,"R",748239,"R",18,"R",722315,"R",12,"R",505306,"Z",0,"Z",0,"R",2,"R",70637,"Z",0,"Z",0,"R",29,"R",1103655,"R",11,"R",391708,"R",1,"R",39437
105367,"R",23,"R",1449747,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",267596,"R",5,"R",615990,"R",3,"R",140358,"R",1,"R",37502,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",357101,"R",1,"R",31200,"Z",0,"Z",0,"Z",0,"Z",0
105428,"R",226,"R",12792091,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",1466551,"R",26,"R",2678836,"R",11,"R",708209,"R",11,"R",643520,"R",39,"R",2021826,"R",2,"R",132144,"R",20,"R",807933,"Z",0,"Z",0,"R",83,"R",3758968,"R",11,"R",574104,"Z",0,"Z",0
105525,"R",1084,"R",54407123,"Z",0,"Z",0,"Z",0,"Z",0,"R",447,"R",19410122,"R",89,"R",9960283,"R",104,"R",5306678,"R",145,"R",7103819,"R",42,"R",2432419,"R",1,"R",50383,"R",130,"R",5563096,"Z",0,"Z",0,"R",105,"R",3819293,"Z",0,"Z",0,"R",21,"R",761030
105534,"R",47,"R",2331552,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",831230,"R",5,"R",274143,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",29,"R",1226179,"Z",0,"Z",0,"Z",0,"Z",0
105543,"R",26,"R",1269919,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",299043,"R",3,"R",292073,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",678803,"Z",0,"Z",0,"Z",0,"Z",0
105589,"R",65,"R",2572039,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",186570,"R",20,"R",1161458,"R",3,"R",125112,"R",3,"R",134165,"R",1,"R",50000,"Z",0,"Z",0,"R",6,"R",154948,"R",10,"R",286482,"R",16,"R",444184,"R",1,"R",29120,"Z",0,"Z",0
105659,"R",20,"R",1140563,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",502565,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",295963,"R",9,"R",342035,"Z",0,"Z",0,"Z",0,"Z",0
105668,"R",499,"R",29518195,"Z",0,"Z",0,"Z",0,"Z",0,"R",105,"R",6225710,"R",62,"R",6431117,"R",21,"R",1245654,"R",31,"R",2082198,"R",94,"R",5153776,"Z",0,"Z",0,"R",15,"R",601519,"Z",0,"Z",0,"R",157,"R",7083187,"R",11,"R",453442,"R",3,"R",241592
105747,"R",218,"R",11768106,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",1055380,"R",21,"R",2251273,"R",10,"R",736910,"R",18,"R",950627,"R",30,"R",1529296,"R",1,"R",72046,"R",24,"R",927091,"Z",0,"Z",0,"R",90,"R",3852209,"R",7,"R",393274,"Z",0,"Z",0
105792,"R",131,"R",7736815,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",910154,"R",18,"R",1854139,"R",7,"R",479556,"R",11,"R",617135,"R",17,"R",936732,"R",1,"R",54755,"R",19,"R",758010,"Z",0,"Z",0,"R",41,"R",1905514,"R",4,"R",220820,"Z",0,"Z",0
105899,"R",72,"R",3225755,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",230952,"R",16,"R",1243761,"R",6,"R",299000,"R",2,"R",71200,"R",21,"R",767601,"R",3,"R",111000,"R",7,"R",182170,"Z",0,"Z",0,"R",8,"R",282257,"R",1,"R",37814,"Z",0,"Z",0
106041,"R",79,"R",4641486,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",1549037,"R",54,"R",2720811,"R",1,"R",55016,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",158084,"R",4,"R",158538,"Z",0,"Z",0
106102,"R",69,"R",5086429,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",230105,"R",18,"R",2161943,"R",5,"R",276713,"R",10,"R",787777,"R",15,"R",858096,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",771795,"Z",0,"Z",0,"Z",0,"Z",0
106148,"R",311,"R",16176003,"Z",0,"Z",0,"Z",0,"Z",0,"R",57,"R",2469452,"R",58,"R",5012274,"R",18,"R",1003272,"R",23,"R",1376961,"R",27,"R",1357514,"R",7,"R",421195,"R",40,"R",1371091,"Z",0,"Z",0,"R",62,"R",2374344,"R",18,"R",752633,"R",1,"R",37267
106245,"R",976,"R",44002677,"Z",0,"Z",0,"Z",0,"Z",0,"R",132,"R",3994354,"R",127,"R",12478773,"R",52,"R",2204924,"R",116,"R",6615588,"R",130,"R",6377357,"R",4,"R",253169,"R",113,"R",2440060,"R",4,"R",124381,"R",251,"R",8025024,"R",40,"R",1251298,"R",7,"R",237749
106263,"R",2207,"R",133327178,"R",62,"R",6832710,"R",7,"R",727493,"R",272,"R",22420843,"R",779,"R",60446548,"R",266,"R",12587535,"R",71,"R",3112997,"R",73,"R",3412586,"R",188,"R",8989423,"R",147,"R",3790879,"Z",0,"Z",0,"R",237,"R",7466905,"R",97,"R",3309088,"R",8,"R",230171
106306,"R",95,"R",3804703,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",1042809,"R",13,"R",1000670,"R",3,"R",175000,"Z",0,"Z",0,"R",12,"R",423129,"Z",0,"Z",0,"R",26,"R",708681,"Z",0,"Z",0,"R",9,"R",316408,"R",4,"R",113006,"R",1,"R",25000
106342,"R",99,"R",4149506,"R",1,"R",45047,"Z",0,"Z",0,"R",17,"R",611827,"R",25,"R",1723884,"R",8,"R",301769,"R",1,"R",26775,"R",22,"R",756542,"R",4,"R",164932,"R",5,"R",109656,"Z",0,"Z",0,"R",16,"R",409074,"Z",0,"Z",0,"Z",0,"Z",0
106397,"R",3844,"R",194973569,"R",15,"R",1428369,"R",65,"R",5803809,"R",498,"R",21603104,"R",526,"R",49094172,"R",298,"R",17066862,"R",683,"R",32344488,"R",264,"R",20999398,"R",46,"R",2956550,"R",315,"R",8144092,"R",20,"R",618924,"R",802,"R",23598440,"R",263,"R",9703075,"R",49,"R",1612286
106412,"R",454,"R",19146866,"R",14,"R",581534,"R",32,"R",1548875,"R",42,"R",1631653,"R",38,"R",3749568,"R",29,"R",1364677,"R",37,"R",1450110,"R",48,"R",2295684,"R",2,"R",108004,"R",64,"R",1750145,"R",1,"R",31330,"R",123,"R",3812370,"R",20,"R",696015,"R",4,"R",126901
106449,"R",177,"R",6883006,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",974581,"R",33,"R",2269592,"R",19,"R",685460,"R",11,"R",477919,"R",18,"R",719949,"Z",0,"Z",0,"R",9,"R",243658,"R",1,"R",24028,"R",43,"R",1008442,"R",15,"R",451519,"R",1,"R",27858
106458,"R",1043,"R",41891166,"R",17,"R",900954,"Z",0,"Z",0,"R",78,"R",2318183,"R",210,"R",13919049,"R",241,"R",9202176,"R",65,"R",2739048,"R",65,"R",3599404,"R",10,"R",354259,"R",98,"R",2053995,"R",1,"R",30713,"R",151,"R",3609091,"R",102,"R",2998932,"R",5,"R",165362
106467,"R",562,"R",23466178,"Z",0,"Z",0,"Z",0,"Z",0,"R",46,"R",2131518,"R",60,"R",5849435,"R",44,"R",2141568,"R",43,"R",2043840,"R",65,"R",3056157,"R",6,"R",297914,"R",114,"R",2694824,"R",3,"R",85376,"R",153,"R",4338522,"R",28,"R",827024,"Z",0,"Z",0
106485,"R",241,"R",9919685,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",456179,"R",28,"R",2705281,"R",24,"R",855701,"R",14,"R",670384,"R",27,"R",1187118,"R",1,"R",38003,"R",33,"R",781669,"Z",0,"Z",0,"R",74,"R",2406116,"R",24,"R",730453,"R",4,"R",88781
106546,"R",29,"R",1342525,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",42744,"R",8,"R",669510,"Z",0,"Z",0,"R",2,"R",109200,"R",1,"R",55806,"Z",0,"Z",0,"R",3,"R",90283,"R",1,"R",40206,"R",13,"R",334776,"Z",0,"Z",0,"Z",0,"Z",0
106625,"R",111,"R",4220772,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",846695,"R",6,"R",592153,"R",6,"R",225523,"R",7,"R",364269,"R",18,"R",776327,"Z",0,"Z",0,"R",27,"R",651499,"Z",0,"Z",0,"R",31,"R",764306,"Z",0,"Z",0,"Z",0,"Z",0
106704,"R",874,"R",35855624,"Z",0,"Z",0,"Z",0,"Z",0,"R",110,"R",4302090,"R",133,"R",10529625,"R",41,"R",1773762,"R",58,"R",2632408,"R",98,"R",4554874,"R",10,"R",462922,"R",152,"R",3939781,"Z",0,"Z",0,"R",173,"R",4656487,"R",83,"R",2602603,"R",16,"R",401072
106713,"R",69,"R",2603617,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",528865,"R",16,"R",1124553,"R",4,"R",129269,"R",2,"R",58600,"R",8,"R",240333,"Z",0,"Z",0,"R",13,"R",302886,"Z",0,"Z",0,"R",10,"R",219111,"Z",0,"Z",0,"Z",0,"Z",0
106795,"R",89,"R",3339475,"Z",0,"Z",0,"R",2,"R",65688,"R",1,"R",51823,"R",20,"R",1364517,"R",6,"R",168607,"R",3,"R",101967,"R",2,"R",90301,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",41,"R",1154120,"R",14,"R",342452,"Z",0,"Z",0
106810,"R",18,"R",696811,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",33394,"R",4,"R",272498,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",236575,"Z",0,"Z",0,"R",3,"R",89519,"R",2,"R",64825,"Z",0,"Z",0
106883,"R",86,"R",3533789,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",642384,"R",17,"R",1351446,"R",6,"R",207478,"R",4,"R",162166,"R",10,"R",438055,"Z",0,"Z",0,"R",12,"R",248431,"R",2,"R",55019,"R",18,"R",428810,"Z",0,"Z",0,"Z",0,"Z",0
106980,"R",118,"R",5290638,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",307061,"R",21,"R",1672438,"R",22,"R",777755,"R",18,"R",811397,"R",21,"R",945666,"Z",0,"Z",0,"R",16,"R",354146,"R",2,"R",63568,"R",11,"R",358607,"Z",0,"Z",0,"Z",0,"Z",0
106999,"R",70,"R",2889508,"R",1,"R",50490,"Z",0,"Z",0,"R",6,"R",232696,"R",25,"R",1446654,"R",4,"R",127847,"R",5,"R",234130,"R",2,"R",74174,"Z",0,"Z",0,"R",5,"R",117702,"R",1,"R",19092,"R",20,"R",557002,"R",1,"R",29721,"Z",0,"Z",0
107044,"R",559,"R",24083993,"Z",0,"Z",0,"Z",0,"Z",0,"R",119,"R",5069861,"R",49,"R",4818755,"R",58,"R",2706455,"R",28,"R",1418762,"R",43,"R",2272083,"R",10,"R",526217,"R",49,"R",1322700,"R",1,"R",58702,"R",156,"R",4065951,"R",37,"R",1493605,"R",9,"R",330902
107071,"R",246,"R",10405087,"Z",0,"Z",0,"R",7,"R",370997,"R",5,"R",210311,"R",43,"R",3492429,"R",12,"R",446764,"R",11,"R",435278,"R",65,"R",2623932,"R",5,"R",249586,"R",12,"R",373736,"Z",0,"Z",0,"R",86,"R",2202054,"Z",0,"Z",0,"Z",0,"Z",0
107080,"R",276,"R",11823572,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",857145,"R",36,"R",3627367,"R",22,"R",1158860,"R",14,"R",583779,"R",46,"R",1845904,"R",4,"R",145277,"R",84,"R",2045555,"R",2,"R",43805,"R",32,"R",1014123,"R",11,"R",393971,"R",5,"R",107786
107123,"R",2,"R",98246,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",98246,"Z",0,"Z",0,"Z",0,"Z",0
107141,"R",268,"R",13168969,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1333373,"R",50,"R",4426039,"R",19,"R",749569,"R",22,"R",1068958,"R",46,"R",2154112,"R",2,"R",91056,"R",41,"R",1196276,"Z",0,"Z",0,"R",45,"R",1501928,"R",11,"R",504492,"R",4,"R",143166
107318,"R",100,"R",4501834,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",83906,"R",22,"R",1695923,"R",8,"R",358054,"R",7,"R",275552,"R",24,"R",988457,"Z",0,"Z",0,"R",10,"R",301302,"Z",0,"Z",0,"R",27,"R",798640,"Z",0,"Z",0,"Z",0,"Z",0
107327,"R",116,"R",4790609,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",182929,"R",20,"R",1583340,"R",2,"R",111804,"R",5,"R",246906,"R",36,"R",1534160,"Z",0,"Z",0,"R",21,"R",462106,"Z",0,"Z",0,"R",28,"R",669364,"Z",0,"Z",0,"Z",0,"Z",0
107460,"R",118,"R",4711193,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1086295,"R",25,"R",1687852,"R",9,"R",308472,"R",6,"R",238812,"R",11,"R",386607,"Z",0,"Z",0,"R",9,"R",189053,"Z",0,"Z",0,"R",23,"R",620611,"R",7,"R",193491,"Z",0,"Z",0
107512,"R",172,"R",6329435,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",667810,"R",27,"R",2013833,"R",11,"R",319931,"R",8,"R",341621,"R",29,"R",1188720,"R",2,"R",100384,"R",27,"R",487333,"Z",0,"Z",0,"R",25,"R",593061,"R",23,"R",616742,"Z",0,"Z",0
107521,"R",69,"R",2705434,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",235894,"R",22,"R",1362062,"R",7,"R",223963,"R",4,"R",132997,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",62391,"Z",0,"Z",0,"R",21,"R",562586,"R",5,"R",125541,"Z",0,"Z",0
107549,"R",66,"R",2523568,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",492968,"R",9,"R",789851,"R",8,"R",349815,"R",3,"R",108998,"R",1,"R",40754,"R",1,"R",33296,"R",3,"R",64646,"Z",0,"Z",0,"R",18,"R",434635,"R",10,"R",208605,"Z",0,"Z",0
107558,"R",96,"R",4411162,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",733617,"R",17,"R",1553840,"R",6,"R",329519,"R",3,"R",132961,"R",27,"R",879620,"R",2,"R",85519,"R",6,"R",192991,"Z",0,"Z",0,"R",17,"R",503095,"Z",0,"Z",0,"Z",0,"Z",0
107585,"R",88,"R",3741693,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",636846,"R",25,"R",1677024,"R",9,"R",306380,"R",6,"R",295094,"R",2,"R",77201,"Z",0,"Z",0,"R",4,"R",108427,"Z",0,"Z",0,"R",20,"R",544185,"R",4,"R",96536,"Z",0,"Z",0
107600,"R",98,"R",3966865,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",193209,"R",21,"R",1664703,"R",5,"R",167000,"R",3,"R",111696,"R",12,"R",430857,"R",1,"R",45000,"R",27,"R",621145,"Z",0,"Z",0,"R",21,"R",686131,"R",2,"R",47124,"Z",0,"Z",0
107619,"R",140,"R",5337336,"R",1,"R",76010,"Z",0,"Z",0,"R",26,"R",936445,"R",21,"R",1540982,"R",12,"R",504051,"R",6,"R",233986,"R",3,"R",119467,"Z",0,"Z",0,"R",31,"R",728001,"Z",0,"Z",0,"R",40,"R",1198394,"Z",0,"Z",0,"Z",0,"Z",0
107637,"R",87,"R",3384173,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",201643,"R",21,"R",1337086,"R",4,"R",191981,"R",6,"R",251007,"R",12,"R",485754,"Z",0,"Z",0,"R",7,"R",123759,"R",2,"R",41994,"R",24,"R",629648,"R",5,"R",121301,"Z",0,"Z",0
107664,"R",218,"R",9405018,"R",2,"R",137000,"R",4,"R",217085,"R",16,"R",639502,"R",31,"R",2344131,"R",9,"R",395308,"R",12,"R",433851,"R",29,"R",1287777,"Z",0,"Z",0,"R",30,"R",889513,"Z",0,"Z",0,"R",78,"R",2806182,"R",7,"R",254669,"Z",0,"Z",0
107725,"R",79,"R",3163003,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",952130,"R",20,"R",1306942,"Z",0,"Z",0,"R",3,"R",170281,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",170356,"Z",0,"Z",0,"R",23,"R",563294,"Z",0,"Z",0,"Z",0,"Z",0
107743,"R",51,"R",2226705,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",857129,"R",5,"R",520912,"R",2,"R",101309,"R",3,"R",140860,"R",2,"R",75471,"Z",0,"Z",0,"R",6,"R",145692,"R",1,"R",35875,"R",13,"R",349457,"Z",0,"Z",0,"Z",0,"Z",0
107840,"R",45,"R",891608,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",118500,"R",1,"R",225000,"R",2,"R",85772,"R",1,"R",43333,"Z",0,"Z",0,"R",1,"R",19200,"Z",0,"Z",0,"Z",0,"Z",0,"R",32,"R",399803,"Z",0,"Z",0,"Z",0,"Z",0
107877,"R",61,"R",2113207,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",117614,"R",17,"R",973043,"R",4,"R",126347,"R",1,"R",35960,"R",8,"R",263364,"R",1,"R",34826,"R",8,"R",169565,"R",4,"R",96067,"R",10,"R",229075,"R",3,"R",67346,"Z",0,"Z",0
107974,"R",102,"R",4042241,"Z",0,"Z",0,"R",1,"R",22061,"R",10,"R",348145,"R",16,"R",1295232,"R",9,"R",374250,"R",6,"R",141318,"R",20,"R",853466,"Z",0,"Z",0,"R",3,"R",99290,"R",3,"R",88368,"R",25,"R",577873,"R",9,"R",242238,"Z",0,"Z",0
107983,"R",218,"R",9230369,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",1478489,"R",37,"R",2710685,"R",18,"R",758886,"R",10,"R",480335,"R",15,"R",731156,"R",3,"R",157400,"R",22,"R",701405,"Z",0,"Z",0,"R",63,"R",1726804,"R",13,"R",485209,"Z",0,"Z",0
107992,"R",80,"R",3010815,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",371008,"R",17,"R",1158665,"R",3,"R",153931,"R",4,"R",147563,"R",3,"R",135395,"Z",0,"Z",0,"R",11,"R",249287,"Z",0,"Z",0,"R",19,"R",522737,"R",9,"R",249576,"R",1,"R",22653
108056,"R",59,"R",6243336,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",1051152,"R",8,"R",1769475,"R",16,"R",1682411,"R",1,"R",100000,"R",10,"R",1204185,"Z",0,"Z",0,"R",3,"R",115407,"Z",0,"Z",0,"R",6,"R",320706,"Z",0,"Z",0,"Z",0,"Z",0
108092,"R",299,"R",14322716,"Z",0,"Z",0,"Z",0,"Z",0,"R",85,"R",3637802,"R",24,"R",3041835,"R",45,"R",2315312,"R",26,"R",1273186,"R",32,"R",1346820,"Z",0,"Z",0,"R",19,"R",719341,"Z",0,"Z",0,"R",57,"R",1598635,"R",11,"R",389785,"Z",0,"Z",0
108232,"R",760,"R",48993697,"Z",0,"Z",0,"Z",0,"Z",0,"R",199,"R",11053820,"R",136,"R",14072217,"R",91,"R",5560525,"R",31,"R",2319211,"R",134,"R",7852590,"Z",0,"Z",0,"R",23,"R",860189,"R",9,"R",379609,"R",122,"R",5609703,"R",4,"R",324392,"R",11,"R",961441
108269,"R",8,"R",323000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",80000,"R",1,"R",38000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",170000,"R",1,"R",35000,"Z",0,"Z",0
108667,"R",76,"R",4992227,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",673041,"R",12,"R",1483162,"R",11,"R",719065,"R",3,"R",226475,"R",8,"R",475144,"Z",0,"Z",0,"R",9,"R",401452,"Z",0,"Z",0,"R",20,"R",1013888,"Z",0,"Z",0,"Z",0,"Z",0
108807,"R",258,"R",14867355,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",1909569,"R",34,"R",4009658,"R",34,"R",1946640,"R",9,"R",544392,"R",27,"R",1332417,"Z",0,"Z",0,"R",46,"R",2023745,"Z",0,"Z",0,"R",69,"R",3057050,"R",1,"R",43884,"Z",0,"Z",0
108852,"R",26,"R",1675452,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",44067,"R",12,"R",1055403,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",359154,"R",1,"R",28564,"R",4,"R",188264
108861,"R",8,"R",539010,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",275700,"R",1,"R",67222,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",88622,"Z",0,"Z",0,"R",2,"R",107466,"Z",0,"Z",0,"Z",0,"Z",0
108870,"R",112,"R",8797048,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",531443,"R",35,"R",4385579,"R",13,"R",708850,"R",3,"R",365000,"R",23,"R",1668166,"Z",0,"Z",0,"R",10,"R",322478,"Z",0,"Z",0,"R",18,"R",712584,"R",2,"R",102948,"Z",0,"Z",0
109040,"R",54,"R",3837841,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",598667,"R",17,"R",1728626,"R",4,"R",211390,"R",1,"R",60320,"R",5,"R",246782,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",35360,"R",15,"R",928242,"Z",0,"Z",0,"R",1,"R",28454
109086,"R",103,"R",6100605,"R",1,"R",68579,"R",7,"R",366153,"R",3,"R",320318,"R",23,"R",2308894,"R",4,"R",324954,"R",2,"R",232972,"R",20,"R",917439,"Z",0,"Z",0,"R",6,"R",188176,"R",9,"R",432163,"R",20,"R",565419,"R",8,"R",375538,"Z",0,"Z",0
109208,"R",308,"R",18665019,"Z",0,"Z",0,"Z",0,"Z",0,"R",64,"R",3108060,"R",28,"R",3873652,"R",22,"R",1448362,"R",18,"R",1390644,"R",24,"R",1325359,"R",1,"R",38956,"R",31,"R",1600990,"Z",0,"Z",0,"R",120,"R",5878996,"Z",0,"Z",0,"Z",0,"Z",0
109350,"R",283,"R",17639498,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",2072815,"R",46,"R",5130967,"R",16,"R",866791,"R",13,"R",979702,"R",9,"R",535196,"Z",0,"Z",0,"R",44,"R",2146018,"Z",0,"Z",0,"R",116,"R",5808602,"Z",0,"Z",0,"R",2,"R",99407
109651,"R",250,"R",19916255,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",736010,"R",103,"R",11216488,"R",15,"R",1387092,"R",20,"R",1571766,"R",20,"R",1004517,"Z",0,"Z",0,"R",10,"R",453402,"Z",0,"Z",0,"R",45,"R",2239291,"R",1,"R",68990,"R",23,"R",1238699
