UNITID,CONTRACT,ARANK,XTENUREM,TENUREM,XONTRCKM,ONTRCKM,XNOTRCKM,NOTRCKM,XNOFACTM,NOFACTM,XTENUREW,TENUREW,XONTRCKW,ONTRCKW,XNOTRCKW,NOTRCKW,XNOFACTW,NOFACTW,XEMPCNTT,EMPCNTT 
207500,2,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",5
207500,2,5,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",5
207500,2,7,"R",70,"R",2,"R",17,"Z",0,"R",23,"R",1,"R",13,"Z",0,"R",126
207564,2,6,"Z",0,"Z",0,"R",91,"Z",0,"Z",0,"Z",0,"R",37,"Z",0,"R",128
207564,2,7,"Z",0,"Z",0,"R",91,"Z",0,"Z",0,"Z",0,"R",37,"Z",0,"R",128
207582,1,1,"R",33,"R",9,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",48
207582,1,2,"R",5,"R",15,"Z",0,"Z",0,"R",3,"R",11,"Z",0,"Z",0,"R",34
207582,1,3,"R",2,"R",27,"Z",0,"Z",0,"R",1,"R",31,"Z",0,"Z",0,"R",61
207582,1,4,"Z",0,"Z",0,"R",12,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",21
207582,1,7,"R",40,"R",51,"R",12,"Z",0,"R",10,"R",42,"R",9,"Z",0,"R",164
207582,2,1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
207582,2,2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",3
207582,2,3,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2
207582,2,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
207582,2,7,"R",2,"R",3,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",7
207661,1,1,"R",9,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",12
207661,1,2,"R",11,"R",5,"R",1,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",27
207661,1,3,"R",1,"R",9,"R",6,"Z",0,"R",2,"R",5,"R",3,"Z",0,"R",26
207661,1,4,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",17,"Z",0,"R",24
207661,1,5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
207661,1,7,"R",21,"R",14,"R",14,"Z",0,"R",15,"R",5,"R",21,"Z",0,"R",90
207661,2,1,"R",4,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",5
207661,2,2,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",4
207661,2,3,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",3
207661,2,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
207661,2,7,"R",8,"Z",0,"Z",0,"Z",0,"R",1,"R",3,"R",1,"Z",0,"R",13
207689,1,1,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2
207689,1,2,"Z",0,"R",1,"R",1,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",6
207689,1,3,"Z",0,"R",4,"R",2,"Z",0,"Z",0,"R",2,"R",1,"Z",0,"R",9
207689,1,4,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",4
207689,1,7,"R",1,"R",8,"R",3,"Z",0,"R",5,"R",2,"R",2,"Z",0,"R",21
207689,2,2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
207689,2,3,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
207689,2,4,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",3
207689,2,6,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
207689,2,7,"R",1,"R",2,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"R",2,"R",7
207722,1,1,"R",6,"Z",0,"R",1,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",13
207722,1,2,"R",8,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",13
207722,1,3,"Z",0,"R",6,"R",1,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"R",14
207722,1,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",8
207722,1,7,"R",14,"R",6,"R",4,"Z",0,"R",11,"R",7,"R",6,"Z",0,"R",48
207722,2,1,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",3
207722,2,2,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2
207722,2,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",5
207722,2,7,"R",3,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"R",3,"Z",0,"R",10
207847,1,1,"R",26,"Z",0,"Z",0,"Z",0,"R",14,"R",1,"Z",0,"Z",0,"R",41
207847,1,2,"R",16,"R",1,"Z",0,"Z",0,"R",15,"R",5,"Z",0,"Z",0,"R",37
207847,1,3,"R",3,"R",9,"R",2,"Z",0,"R",2,"R",11,"R",1,"Z",0,"R",28
207847,1,4,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",12
207847,1,7,"R",45,"R",10,"R",9,"Z",0,"R",31,"R",17,"R",6,"Z",0,"R",118
207847,2,1,"R",4,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",5
207847,2,2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
207847,2,3,"R",3,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5
207847,2,4,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",7
207847,2,7,"R",8,"R",2,"R",6,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",18
207856,1,6,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",15
207856,1,7,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",15
207856,2,6,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
207856,2,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
207865,1,1,"R",23,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"R",34
207865,1,2,"R",15,"Z",0,"Z",0,"Z",0,"R",11,"R",1,"Z",0,"Z",0,"R",27
207865,1,3,"R",8,"R",15,"R",2,"Z",0,"R",4,"R",17,"R",4,"Z",0,"R",50
207865,1,4,"R",1,"Z",0,"R",34,"Z",0,"R",4,"Z",0,"R",38,"Z",0,"R",77
207865,1,7,"R",47,"R",15,"R",36,"Z",0,"R",30,"R",18,"R",42,"Z",0,"R",188
207865,2,1,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",4
207865,2,2,"R",4,"R",1,"R",1,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",10
207865,2,3,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",3,"R",3,"Z",0,"R",9
207865,2,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
207865,2,7,"R",7,"R",2,"R",4,"Z",0,"R",6,"R",3,"R",4,"Z",0,"R",26
207971,1,1,"R",84,"Z",0,"R",5,"Z",0,"R",17,"Z",0,"R",7,"Z",0,"R",113
207971,1,2,"R",52,"R",1,"R",5,"Z",0,"R",25,"Z",0,"R",7,"Z",0,"R",90
207971,1,3,"Z",0,"R",43,"R",10,"Z",0,"Z",0,"R",17,"R",15,"Z",0,"R",85
207971,1,4,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",14,"Z",0,"R",21
207971,1,6,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
207971,1,7,"R",136,"R",44,"R",28,"Z",0,"R",42,"R",17,"R",44,"Z",0,"R",311
207971,2,1,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2
207971,2,2,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
207971,2,7,"R",1,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
208239,2,4,"Z",0,"Z",0,"R",21,"Z",0,"Z",0,"Z",0,"R",18,"Z",0,"R",39
208239,2,7,"Z",0,"Z",0,"R",21,"Z",0,"Z",0,"Z",0,"R",18,"Z",0,"R",39
208488,1,1,"Z",0,"Z",0,"R",16,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",26
208488,1,2,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",17
208488,1,3,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",14
208488,1,7,"Z",0,"Z",0,"R",31,"Z",0,"Z",0,"Z",0,"R",26,"Z",0,"R",57
208646,1,1,"R",19,"Z",0,"R",2,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",30
208646,1,2,"R",14,"R",3,"Z",0,"Z",0,"R",12,"R",1,"Z",0,"Z",0,"R",30
208646,1,3,"R",3,"R",9,"R",8,"Z",0,"R",4,"R",6,"R",5,"Z",0,"R",35
208646,1,4,"Z",0,"R",1,"R",5,"Z",0,"Z",0,"R",1,"R",3,"Z",0,"R",10
208646,1,6,"Z",0,"R",2,"R",3,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",7
208646,1,7,"R",36,"R",15,"R",18,"Z",0,"R",25,"R",8,"R",10,"Z",0,"R",112
208646,2,1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
208646,2,7,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
208725,1,6,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
208725,1,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
208725,2,6,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",8
208725,2,7,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",8
208822,1,1,"R",27,"R",2,"Z",0,"Z",0,"R",12,"R",1,"Z",0,"Z",0,"R",42
208822,1,2,"R",12,"R",10,"R",3,"Z",0,"R",3,"R",5,"R",2,"Z",0,"R",35
208822,1,3,"Z",0,"R",20,"R",13,"Z",0,"Z",0,"R",22,"R",13,"Z",0,"R",68
208822,1,7,"R",39,"R",32,"R",16,"Z",0,"R",15,"R",28,"R",15,"Z",0,"R",145
208822,2,1,"R",8,"R",1,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",11
208822,2,2,"Z",0,"R",2,"R",1,"Z",0,"R",1,"R",2,"R",1,"Z",0,"R",7
208822,2,3,"Z",0,"R",5,"R",2,"Z",0,"Z",0,"R",1,"R",7,"Z",0,"R",15
208822,2,7,"R",8,"R",8,"R",4,"Z",0,"R",2,"R",3,"R",8,"Z",0,"R",33
208965,2,4,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",18
208965,2,7,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",18
209056,1,1,"R",40,"Z",0,"R",6,"R",2,"R",15,"Z",0,"R",8,"R",6,"R",77
209056,1,2,"R",43,"Z",0,"R",1,"Z",0,"R",32,"Z",0,"R",2,"Z",0,"R",78
209056,1,3,"Z",0,"R",19,"R",2,"R",6,"Z",0,"R",23,"R",1,"R",2,"R",53
209056,1,4,"Z",0,"Z",0,"R",2,"R",1,"Z",0,"Z",0,"R",9,"R",8,"R",20
209056,1,5,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",4
209056,1,6,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"R",4
209056,1,7,"R",83,"R",19,"R",12,"R",10,"R",47,"R",23,"R",23,"R",19,"R",236
209065,1,1,"R",28,"Z",0,"Z",0,"Z",0,"R",10,"R",1,"Z",0,"Z",0,"R",39
209065,1,2,"R",17,"Z",0,"Z",0,"Z",0,"R",20,"Z",0,"R",2,"Z",0,"R",39
209065,1,3,"Z",0,"R",15,"R",1,"Z",0,"R",1,"R",13,"R",1,"Z",0,"R",31
209065,1,7,"R",45,"R",15,"R",1,"Z",0,"R",31,"R",14,"R",3,"Z",0,"R",109
209065,2,1,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",4
209065,2,2,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",3
209065,2,3,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",2
209065,2,7,"R",2,"Z",0,"Z",0,"Z",0,"R",6,"R",1,"Z",0,"Z",0,"R",9
209108,2,6,"Z",0,"Z",0,"R",29,"Z",0,"Z",0,"Z",0,"R",26,"Z",0,"R",55
209108,2,7,"Z",0,"Z",0,"R",29,"Z",0,"Z",0,"Z",0,"R",26,"Z",0,"R",55
209241,1,1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2
209241,1,2,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",7
209241,1,3,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2
209241,1,7,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",11
209241,2,1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2
209241,2,2,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
209241,2,7,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
209287,1,1,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10
209287,1,2,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",5
209287,1,3,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",14
209287,1,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
209287,1,7,"Z",0,"Z",0,"R",22,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",32
209296,2,1,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6
209296,2,2,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",9
209296,2,3,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",11
209296,2,4,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
209296,2,7,"Z",0,"Z",0,"R",19,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",29
209409,1,1,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4
209409,1,2,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",14
209409,1,3,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",5
209409,1,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
209409,1,7,"Z",0,"Z",0,"R",14,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",24
209409,2,2,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
209409,2,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
209490,1,2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
209490,1,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",5
209490,1,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",13,"Z",0,"R",14
209490,1,5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4
209490,1,7,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",23,"Z",0,"R",25
209490,2,1,"R",10,"Z",0,"R",21,"Z",0,"R",8,"Z",0,"R",5,"Z",0,"R",44
209490,2,2,"R",8,"R",1,"R",12,"R",1,"R",8,"R",1,"R",16,"Z",0,"R",47
209490,2,3,"Z",0,"R",2,"R",24,"R",5,"Z",0,"R",4,"R",58,"R",2,"R",95
209490,2,4,"Z",0,"Z",0,"R",13,"Z",0,"Z",0,"R",1,"R",51,"R",7,"R",72
209490,2,5,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",4
209490,2,7,"R",18,"R",3,"R",71,"R",6,"R",16,"R",6,"R",133,"R",9,"R",262
209506,1,1,"R",27,"Z",0,"Z",0,"Z",0,"R",13,"Z",0,"Z",0,"Z",0,"R",40
209506,1,2,"R",16,"R",3,"Z",0,"Z",0,"R",7,"R",1,"Z",0,"Z",0,"R",27
209506,1,3,"R",1,"R",17,"R",2,"Z",0,"Z",0,"R",15,"R",2,"Z",0,"R",37
209506,1,4,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",9
209506,1,7,"R",44,"R",20,"R",7,"Z",0,"R",20,"R",16,"R",6,"Z",0,"R",113
209506,2,1,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2
209506,2,2,"R",4,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7
209506,2,3,"R",1,"R",4,"Z",0,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",8
209506,2,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",4
209506,2,7,"R",6,"R",6,"R",3,"Z",0,"R",2,"R",1,"R",3,"Z",0,"R",21
209533,1,1,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",7
209533,1,2,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
209533,1,7,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",10
209542,1,1,"R",101,"R",1,"R",4,"Z",0,"R",36,"Z",0,"R",2,"Z",0,"R",144
209542,1,2,"R",88,"R",9,"R",6,"Z",0,"R",62,"R",4,"R",3,"Z",0,"R",172
209542,1,3,"R",1,"R",81,"R",9,"Z",0,"R",1,"R",46,"R",8,"Z",0,"R",146
209542,1,4,"R",2,"Z",0,"R",73,"Z",0,"R",4,"Z",0,"R",80,"Z",0,"R",159
209542,1,6,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",11
209542,1,7,"R",192,"R",91,"R",100,"Z",0,"R",103,"R",50,"R",96,"Z",0,"R",632
209542,2,1,"R",30,"Z",0,"R",1,"Z",0,"R",8,"Z",0,"R",1,"Z",0,"R",40
209542,2,2,"R",19,"R",10,"R",1,"Z",0,"R",12,"Z",0,"R",2,"Z",0,"R",44
209542,2,3,"Z",0,"R",16,"R",7,"Z",0,"Z",0,"R",15,"R",8,"Z",0,"R",46
209542,2,4,"R",2,"Z",0,"R",24,"Z",0,"Z",0,"Z",0,"R",20,"Z",0,"R",46
209542,2,6,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",16,"Z",0,"R",25
209542,2,7,"R",51,"R",26,"R",42,"Z",0,"R",20,"R",15,"R",47,"Z",0,"R",201
209551,1,1,"R",155,"Z",0,"R",1,"Z",0,"R",65,"Z",0,"Z",0,"Z",0,"R",221
209551,1,2,"R",151,"R",5,"Z",0,"Z",0,"R",93,"R",4,"R",2,"Z",0,"R",255
209551,1,3,"Z",0,"R",100,"R",9,"Z",0,"Z",0,"R",64,"R",13,"Z",0,"R",186
209551,1,4,"R",2,"Z",0,"R",74,"Z",0,"R",3,"Z",0,"R",95,"Z",0,"R",174
209551,1,6,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",8
209551,1,7,"R",308,"R",105,"R",88,"Z",0,"R",161,"R",68,"R",114,"Z",0,"R",844
209551,2,2,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1
209551,2,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
209551,2,6,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",8
209551,2,7,"Z",0,"Z",0,"R",7,"Z",0,"R",1,"Z",0,"R",4,"Z",0,"R",12
209603,1,1,"R",2,"Z",0,"R",2,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",5
209603,1,2,"R",1,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",17
209603,1,3,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",6
209603,1,7,"R",3,"Z",0,"R",13,"Z",0,"R",1,"Z",0,"R",11,"Z",0,"R",28
209612,1,1,"R",23,"Z",0,"Z",0,"Z",0,"R",19,"Z",0,"Z",0,"Z",0,"R",42
209612,1,2,"R",20,"R",1,"Z",0,"Z",0,"R",14,"Z",0,"Z",0,"Z",0,"R",35
209612,1,3,"Z",0,"R",13,"R",12,"Z",0,"Z",0,"R",17,"R",19,"Z",0,"R",61
209612,1,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
209612,1,7,"R",43,"R",14,"R",14,"Z",0,"R",33,"R",17,"R",20,"Z",0,"R",141
209612,2,1,"R",9,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",11
209612,2,2,"R",6,"R",3,"R",1,"Z",0,"R",7,"Z",0,"R",2,"Z",0,"R",19
209612,2,3,"Z",0,"R",8,"R",6,"Z",0,"Z",0,"R",18,"R",8,"Z",0,"R",40
209612,2,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",6
209612,2,7,"R",15,"R",11,"R",10,"Z",0,"R",8,"R",18,"R",14,"Z",0,"R",76
209807,1,1,"R",120,"R",1,"R",3,"Z",0,"R",48,"R",1,"Z",0,"Z",0,"R",173
209807,1,2,"R",81,"R",12,"R",2,"Z",0,"R",51,"R",9,"R",3,"Z",0,"R",158
209807,1,3,"R",2,"R",65,"R",19,"Z",0,"Z",0,"R",82,"R",24,"Z",0,"R",192
209807,1,4,"Z",0,"Z",0,"R",39,"Z",0,"Z",0,"Z",0,"R",79,"Z",0,"R",118
209807,1,7,"R",203,"R",78,"R",63,"Z",0,"R",99,"R",92,"R",106,"Z",0,"R",641
209807,2,1,"R",22,"Z",0,"Z",0,"Z",0,"R",14,"Z",0,"Z",0,"Z",0,"R",36
209807,2,2,"R",6,"R",1,"R",1,"Z",0,"R",3,"R",1,"Z",0,"Z",0,"R",12
209807,2,3,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",8
209807,2,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",8
209807,2,6,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",6
209807,2,7,"R",28,"R",2,"R",9,"Z",0,"R",17,"R",1,"R",13,"Z",0,"R",70
209825,1,1,"R",30,"R",1,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",40
209825,1,2,"R",47,"R",1,"Z",0,"Z",0,"R",31,"R",5,"Z",0,"Z",0,"R",84
209825,1,3,"Z",0,"R",24,"R",6,"Z",0,"Z",0,"R",23,"R",3,"Z",0,"R",56
209825,1,4,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",14
209825,1,5,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",12
209825,1,7,"R",77,"R",26,"R",16,"Z",0,"R",40,"R",28,"R",19,"Z",0,"R",206
209825,2,1,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",3
209825,2,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
209825,2,7,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"R",5
209922,1,1,"R",40,"R",2,"Z",0,"Z",0,"R",20,"R",1,"Z",0,"Z",0,"R",63
209922,1,2,"R",12,"R",2,"R",3,"Z",0,"R",7,"R",1,"Z",0,"Z",0,"R",25
209922,1,3,"Z",0,"R",12,"R",6,"Z",0,"Z",0,"R",14,"R",19,"Z",0,"R",51
209922,1,7,"R",52,"R",16,"R",9,"Z",0,"R",27,"R",16,"R",19,"Z",0,"R",139
210076,2,4,"Z",0,"Z",0,"R",35,"Z",0,"Z",0,"Z",0,"R",41,"Z",0,"R",76
210076,2,7,"Z",0,"Z",0,"R",35,"Z",0,"Z",0,"Z",0,"R",41,"Z",0,"R",76
210146,1,1,"R",51,"Z",0,"Z",0,"Z",0,"R",21,"Z",0,"Z",0,"Z",0,"R",72
210146,1,2,"R",22,"R",8,"R",2,"Z",0,"R",25,"R",1,"Z",0,"Z",0,"R",58
210146,1,3,"R",2,"R",11,"R",3,"Z",0,"R",1,"R",13,"Z",0,"Z",0,"R",30
210146,1,4,"Z",0,"Z",0,"R",25,"Z",0,"Z",0,"R",1,"R",22,"Z",0,"R",48
210146,1,7,"R",75,"R",19,"R",30,"Z",0,"R",47,"R",15,"R",22,"Z",0,"R",208
210146,2,1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
210146,2,7,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
210304,1,1,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",7
210304,1,2,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",7
210304,1,3,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",9
